datestr,coin_id,symbol,count,net_sentiment,positive_sentiment,positive_sentiment_weighted,neutral_sentiment,negative_sentiment,negative_sentiment_weighted,net_sentiment_weighted,total_tweets_weight
2020-07-16,basic-attention-token,BAT,10,-1,0,0.0,9,1,5.451276321412829,-5.451276321412829,54.51276321412828
2020-07-17,basic-attention-token,BAT,2,0,0,0.0,2,0,0.0,0.0,10.902552642825658
2020-07-22,basic-attention-token,BAT,8,2,2,10.902552642825658,6,0,0.0,10.902552642825658,43.61021057130262
2020-07-23,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,6.701840759771909
2020-07-24,basic-attention-token,BAT,3,0,0,0.0,3,0,0.0,0.0,16.353828964238488
2020-07-27,basic-attention-token,BAT,9,2,3,16.353828964238488,5,1,5.451276321412829,10.902552642825658,50.312051331074535
2020-07-28,basic-attention-token,BAT,4,1,1,5.451276321412829,3,0,0.0,5.451276321412829,21.805105285651315
2020-07-29,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,5.451276321412829
2020-07-30,basic-attention-token,BAT,6,1,1,5.451276321412829,5,0,0.0,5.451276321412829,32.70765792847697
2020-08-03,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,5.451276321412829
2020-08-05,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,5.451276321412829
2020-08-06,basic-attention-token,BAT,14,0,0,0.0,14,0,0.0,0.0,76.3178684997796
2020-08-07,basic-attention-token,BAT,3,-1,0,0.0,2,1,5.451276321412829,-5.451276321412829,16.353828964238488
2020-08-10,basic-attention-token,BAT,2,0,0,0.0,2,0,0.0,0.0,10.902552642825658
2020-08-12,basic-attention-token,BAT,3,1,1,5.451276321412829,2,0,0.0,5.451276321412829,16.353828964238488
2020-08-13,basic-attention-token,BAT,3,0,0,0.0,3,0,0.0,0.0,16.353828964238488
2020-08-14,basic-attention-token,BAT,17,4,5,27.256381607064142,11,1,5.451276321412829,21.805105285651315,92.67169746401811
2020-08-16,basic-attention-token,BAT,3,1,1,5.451276321412829,2,0,0.0,5.451276321412829,16.353828964238488
2020-08-17,basic-attention-token,BAT,10,0,0,0.0,10,0,0.0,0.0,55.763327652487355
2020-08-18,basic-attention-token,BAT,5,1,1,5.451276321412829,4,0,0.0,5.451276321412829,27.256381607064142
2020-08-20,basic-attention-token,BAT,9,2,2,10.902552642825658,7,0,0.0,10.902552642825658,49.06148689271545
2020-08-21,basic-attention-token,BAT,2,0,0,0.0,2,0,0.0,0.0,10.902552642825658
2020-08-26,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,6.701840759771909
2020-08-27,basic-attention-token,BAT,11,0,1,6.701840759771909,9,1,5.451276321412829,1.2505644383590804,63.71573285061836
2020-08-28,basic-attention-token,BAT,6,1,1,5.451276321412829,5,0,0.0,5.451276321412829,32.70765792847697
2020-08-31,basic-attention-token,BAT,2,0,0,0.0,2,0,0.0,0.0,10.902552642825658
2020-09-03,basic-attention-token,BAT,3,0,0,0.0,3,0,0.0,0.0,17.604393402597566
2020-09-04,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,5.451276321412829
2020-09-08,basic-attention-token,BAT,9,2,2,10.902552642825658,7,0,0.0,10.902552642825658,50.312051331074535
2020-09-09,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,5.451276321412829
2020-09-10,basic-attention-token,BAT,7,2,2,10.902552642825658,5,0,0.0,10.902552642825658,38.158934249889796
2020-09-12,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,5.451276321412829
2020-09-14,basic-attention-token,BAT,7,3,3,17.604393402597566,4,0,0.0,17.604393402597566,41.91062756496704
2020-09-16,basic-attention-token,BAT,2,0,0,0.0,2,0,0.0,0.0,13.403681519543818
2020-09-18,basic-attention-token,BAT,2,0,0,0.0,2,0,0.0,0.0,10.902552642825658
2020-09-22,basic-attention-token,BAT,4,0,0,0.0,4,0,0.0,0.0,23.055669724010393
2020-09-23,basic-attention-token,BAT,11,4,4,21.805105285651315,7,0,0.0,21.805105285651315,61.21460397390019
2020-09-24,basic-attention-token,BAT,2,0,0,0.0,2,0,0.0,0.0,10.902552642825658
2020-09-25,basic-attention-token,BAT,5,3,3,16.353828964238488,2,0,0.0,16.353828964238488,28.50694604542322
2020-09-28,basic-attention-token,BAT,3,2,2,12.153117081184739,1,0,0.0,12.153117081184739,17.604393402597566
2020-09-29,basic-attention-token,BAT,10,2,2,10.902552642825658,8,0,0.0,10.902552642825658,54.51276321412828
2020-10-01,basic-attention-token,BAT,6,3,3,17.604393402597566,3,0,0.0,17.604393402597566,35.20878680519513
2020-10-02,basic-attention-token,BAT,4,1,1,5.451276321412829,3,0,0.0,5.451276321412829,23.055669724010393
2020-10-05,basic-attention-token,BAT,7,4,4,21.805105285651315,3,0,0.0,21.805105285651315,38.158934249889796
2020-10-06,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,6.701840759771909
2020-10-07,basic-attention-token,BAT,2,0,0,0.0,2,0,0.0,0.0,10.902552642825658
2020-10-08,basic-attention-token,BAT,11,3,3,16.353828964238488,8,0,0.0,16.353828964238488,59.964039535541104
2020-10-10,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,5.451276321412829
2020-10-11,basic-attention-token,BAT,1,0,0,0.0,1,0,0.0,0.0,5.451276321412829
2020-10-14,basic-attention-token,BAT,4,0,0,0.0,4,0,0.0,0.0,21.805105285651315
